User Name,Tweet,Tweet Time,RTs count,Likes count,id,Sentiment Score
Life in Quarantini🍸,@PoniSoulja @trudy2e @rogifan @ddale8 Pretty much consensus amongst experts; even economists understand without int… https://t.co/60gZ09CnDw,2020-05-08 16:27:53,0,0,1258795771194941441,0.4939
Dwayne Fields,⁦⁦⁦@seniorcap⁩ - does this have a familiar call &gt;  we must re-open  * OUR * economy but he doesn’t explain that you… https://t.co/Sizqi4lmoE,2020-05-08 16:27:49,0,0,1258795753411092485,0.0
SJ Morgan,@DNCWarRoom WTF 😡 do you think happens when you shut diwn the country fools. This was a man made recession....not i… https://t.co/JY0tJjuvVQ,2020-05-08 16:27:49,0,0,1258795752630804480,-0.8286
dan horwi5z,"Even the Dems don't blame him for the economy?
Someone bang this against Trump's forehead and then shove it up his… https://t.co/dOEbfw3fnx",2020-05-08 16:27:49,0,0,1258795751305383937,0.2584
Capt Robert April,"@Telegraph @FraserNelson Time to take a page from Sweden.  Open back up, use caution where appropriate, let the Bri… https://t.co/yRtNlrtPU0",2020-05-08 16:27:48,0,0,1258795747949998082,0.0
Simcoe.com,"Barrie’s unemployment rate took a huge jump last month, with the city’s economy reeling from the effects of the COV… https://t.co/mpMIlxE9Yg",2020-05-08 16:27:47,0,0,1258795745580384261,-0.1531
Eric Gurr,"And politicians like Paul Ryan, and George Bush, who've never read a serious work of economics, will tell us,
""We n… https://t.co/TBnJig0ftD",2020-05-08 16:27:46,0,0,1258795739477655552,0.4063
Bethann,"@RawStory OMG!! This shit is going to get real over the next 2-4 weeks. Gross negligence, mismanagement, ignorance,… https://t.co/yaoZib9VTM",2020-05-08 16:27:44,0,0,1258795733395935234,-0.8374
💎Shalom Maria,HUGE UPDATE: Dr. Fauci and Dr. Birx Used Imperial College Model -- NOW CONFIRMED AS A COMPLETE FRAUD -- To Persuade… https://t.co/uWSXfs5ZP9,2020-05-08 16:27:44,0,0,1258795730870960129,-0.3612
Jose Miguel Aguila,"@cribbingarmydav @nationalpost The virus, possibly. The recession, definitely.",2020-05-08 16:27:43,0,0,1258795727540584453,-0.0258
Magnus13🇺🇸,@HBabberich @PalomaStovall @tedcruz The virus thats infected .002% of the population with a .0007% death rate?  Or… https://t.co/X2xUUK7OGi,2020-05-08 16:27:43,0,0,1258795727154630656,-0.7964
Timesonline.com,"The U.S. unemployment rate hit 14.7% in April, the highest rate since the Great Depression, as 20.5 million jobs va… https://t.co/aK8CaJ4Bts",2020-05-08 16:27:41,0,0,1258795719617589254,-0.3612
Igneous Rock,"@trapdinawrpool Nonpartisan people:  Ford is terrible, hates poor people and is corrupt by hiring all his friends.… https://t.co/QVRMZsgpXe",2020-05-08 16:27:40,0,0,1258795716367056898,-0.8442
MaryPopeHandy,"Coronavirus economy: Santana Row owner launches contact-less pickups, says rent payments slow https://t.co/UfXkRasJYX via @mercnews",2020-05-08 16:27:37,0,0,1258795704736026624,0.0
gdike,@Timcast Trump derangement is a disease. The weird daily expressing hatred for him is the primary symptom. Wanting… https://t.co/5F016vDntq,2020-05-08 16:27:37,0,0,1258795704639774727,-0.7096
Rob Willis,"@chuckwoolery NEVER AGAIN

Americans will not subject themselves to this loss of 1A rights again.

Not for the next… https://t.co/9HWGFgoNm5",2020-05-08 16:27:37,0,0,1258795702278184961,-0.3869
Tess,"A president of the people, for the people? Maybe he should suffer from the same coronavirus that he murdered millio… https://t.co/Q0MnEQ402x",2020-05-08 16:27:37,0,0,1258795701258969088,-0.836
"Just Me & The Homie, Baby","Leftists: ""The economy tanking is Trump's fault!""

Also leftists: ""I refuse to work!""",2020-05-08 16:27:35,0,0,1258795695051423744,-0.6688
Judy CONSERVATIVE,I think that the PEOPLE OF NORTH CAROLINA would rather declare STATE PUBLIC EMPLOYEES NON-ESSENTIAL than private se… https://t.co/C56IpwY3QL,2020-05-08 16:27:32,0,0,1258795682909077504,0.0
Tom Steyer,We are in unprecedented times and a 14.7% unemployment rate is only part of the pain our country is facing. We need… https://t.co/P0hmLJVajp,2020-05-08 16:27:32,2,3,1258795682334486528,-0.7351
Cathy_0123,@keithboykin I’m so grateful that my Canadian government has been doing this!  Being immunocompromised and in a ver… https://t.co/6awxXYMtQ7,2020-05-08 16:27:32,0,0,1258795680040132609,0.632
Sarah,@FrankLuntz OR the American people know @realDonaldTrump will rebuild the economy.,2020-05-08 16:27:31,0,0,1258795676114325506,0.0
Jo,@SenSchumer You are such a hypocrite.  We know this delay opening is to only get more time to bash Trump and compla… https://t.co/EgzunWKqaN,2020-05-08 16:27:30,0,0,1258795674969223169,-0.3869
Bretton Woods 💵🛢🤳💳🧫🤖💀,@benshapiro The market price is anything but elementary. Our currency is undergoing some serious warping from fed b… https://t.co/zMDzJdtiGj,2020-05-08 16:27:29,0,0,1258795670519119872,-0.1154
TJ Ducklo,"@JonathanTamari Also, a substantive framework for how the American economy can recover from this crisis and working… https://t.co/rcaNlTEEl1",2020-05-08 16:27:27,0,0,1258795661950103552,-0.7073
Vicky Croisant,@BHH03 I'm fine with starting to lift restrictions to open the economy but there's no evaluate time between pretty… https://t.co/7Y8s3reLI2,2020-05-08 16:27:26,0,0,1258795657231564801,-0.34
FP Dunneagin,"2/2 And that economy was not even his creation to begin with. This is a deeply insulting set of lies, and no one sh… https://t.co/XOkg2k0eU7",2020-05-08 16:27:26,0,0,1258795656216535049,-0.8522
rubyinparadise,@StrikesagainHa @DearyPie @swoonychic @christinawilkie @IvankaTrump Empathy is an *ability* demonstrated through ac… https://t.co/GlcDE6OCsy,2020-05-08 16:27:26,0,0,1258795654677172224,0.3182
David Andolfatto,"@robustus @MishaGuttentag @ErikVoorhees Yes, I agree. But still does not answer the Q. Why the ""middling"" degree of… https://t.co/eeBzH65Ul1",2020-05-08 16:27:25,0,0,1258795650428395520,0.3818
Matt Grodsky 🇺🇸,Trump has treated the economy like Jenga and now it’s all fallen down due to his poor leadership. Arizonans know we… https://t.co/LrAP1UpAKf,2020-05-08 16:27:24,1,1,1258795649115385856,-0.4767
Cheryl Ryan,@Sarcasm4every1 Wealthy are still purchasing stocks because of low price. They know they will make money when it re… https://t.co/JvPxI4I5DP,2020-05-08 16:27:22,0,0,1258795640500432897,0.1027
⚾ Mike M ❌,Jobless Claims Spike to 14.7% - Highest Since Great Depression -- Fauci's Coronavirus Lockdown Decimates US Economy… https://t.co/oSUvaeYNzk,2020-05-08 16:27:21,0,0,1258795635081244673,0.1027
Elizabeth Victor-Slind,@MartinR18215759 @lrochellebeck @coleyworld The armed goobers storming statehouses with their bullet spitting penis… https://t.co/7Q3y4kNAEF,2020-05-08 16:27:19,0,0,1258795628920012801,0.0
Enuf Znuf...True Blue Patriot,"@realDonaldTrump I was much better off four years ago. President Obama fixed the economy, and you broke it because… https://t.co/IBJ53afb0C",2020-05-08 16:27:16,0,0,1258795614839635975,0.0258
THE Moosa Shahzad,@jaidee02912676 @Shafqat_Mahmood Just because its a ‘private’ institution doesn’t mean it completely ignores the st… https://t.co/hew8eYqwNq,2020-05-08 16:27:15,0,0,1258795611723190272,-0.3384
Esther MoQta,#Dow jumps more than 300 points even after record job losses from @CNBC #stockmarket https://t.co/VFWg6v7mMO,2020-05-08 16:27:13,0,0,1258795603804315648,-0.4019
Lisa B,"@JoeBiden @nowthisnews President Trump built the greatest economy we have seen in many many many years, a virus fro… https://t.co/Z7YbnMELw7",2020-05-08 16:27:13,0,0,1258795603229839360,0.6369
Jayne Dutra,"Capitalism is a dirty, inhumane way to run a society. We need to change our evil ways.

The coronavirus economy is… https://t.co/Qt574n9uUD",2020-05-08 16:27:13,0,0,1258795603087114241,-0.8074
Michaela Davert,"@Sweet_sassy95 I think China’s intention was to damage the economy since it was doing so well, but that’s just me. 🤷🏻‍♀️",2020-05-08 16:27:11,0,0,1258795594102960130,-0.0591
brixinvest,"#LEGO #LEGOArchitecture #Architecture set 21010 - Robbie House, 2011 Release #LEGOBuildings #AFOL #LEGObricks… https://t.co/fNeQjfZj3V",2020-05-08 16:27:11,0,0,1258795592542834690,0.0
Andrea Mitchell,"On unemployment, @kwelkernbc: ""POTUS said they were prepared for these numbers but he's trying to make the case in… https://t.co/OtixfN0yJZ",2020-05-08 16:27:10,0,1,1258795591360032770,-0.128
42 Stocks,"Consumer Durables Sector Overview

more info: https://t.co/dE7j3KmZVy

#consumerDurables #stockMarket #trading… https://t.co/ymhbG2BXp7",2020-05-08 16:27:09,0,0,1258795587387879424,0.0
Gerald Mora,America’s prison business thrives as pandemic ravages economy - MarketWatch https://t.co/9jEBghq9Gm https://t.co/QFzptzpto6,2020-05-08 16:27:09,0,0,1258795583336091648,-0.5106
CT Voices for Children,"2/3) On this day we want to highlight the importance of child care providers in today’s economy, within this crisis… https://t.co/VbHBPecyFa",2020-05-08 16:27:08,0,0,1258795582941954050,0.8126
David M. Roome,"@CAPAction Translation ... we don't care if American's lose their businesses and livelihoods.

This is not just Tru… https://t.co/2JeKaTtbQr",2020-05-08 16:27:08,0,0,1258795582203793409,-0.5312
Brian Lancet,"Inside the West Wing, Trump's hope for a quick rebound is fading

https://t.co/pkplRLx8Bu",2020-05-08 16:27:08,0,0,1258795580685508608,0.4404
⏩❌E.Z. Rider ❌,"This was the plan all along.

Jobless Claims Spike to 14.7% - Highest Since Great Depression -- Fauci's Coronavirus… https://t.co/qrkw3g0t5N",2020-05-08 16:27:05,0,0,1258795569352445953,0.1027
Cindy Hrusosky-Lord,"Worst month for jobs since the Great Depression. Unemployment rate soars to 14.7%

https://t.co/V98Tto6llh",2020-05-08 16:27:05,0,0,1258795567305629697,-0.765
John Fussell,@benshapiro Nothing is better for the libs than a bad economy. This is exactly what they want.… https://t.co/UQAmzwAQPw,2020-05-08 16:27:05,0,1,1258795566856880131,-0.7101
Ferris THE BORB,Favorite WG/Inflation theme?,2020-05-08 16:27:04,0,0,1258795562855432193,0.4588
Howard Roark,"@HillaryClinton As a result S Korea’s economy only contracted 1.4%. 
The US economy contracted a staggering 4.8%

S… https://t.co/gz3NB41IIC",2020-05-08 16:27:03,0,0,1258795561785929729,0.0
DCDGaming,@docm77 They are not the greatest economy in the world!!! Simple fact.,2020-05-08 16:27:02,0,0,1258795556748607491,-0.6421
Richard Mehlinger 🚴💗💜💙🌇,@rcmoya84 @safrazie The unwillingness of the federal government to support state and local governments in times of… https://t.co/NCveWdPGI4,2020-05-08 16:27:01,0,0,1258795553581760518,0.4019
BlueYarnBlueHighwaysBlueWave,McDonald’s Workers in Denmark Pity Us https://t.co/4A6qnW4itO,2020-05-08 16:27:01,0,0,1258795553300926464,-0.296
Tom Tirado,"Just saying:
I can’t be the only 1 who knew the economy couldn’t stay great forever
So when the 🍊🤡 tied his entire… https://t.co/ikgQApDj5C",2020-05-08 16:27:01,0,0,1258795551514075136,0.6249
Emini Volume Trading Group,"1st and only trade: S 14s. Trgt: 2904.

$ES_F #daytrading #futures #sp500 #emini $spy $VXX #MarketProfile #fintwit… https://t.co/Ytjrv8BGeL",2020-05-08 16:27:00,0,1,1258795547604860928,0.0
Jarin Vallinas,"@AdamSchefter People: there wont be a season
Me: covid 19 worries wont be around by September and if it is then we… https://t.co/oTWUQVoSXS",2020-05-08 16:26:59,0,0,1258795542785798147,-0.4215
Brian Oliu,There’s zero reasoning behind it aside from “economy!” Cases are rising. It’s total magical thinking.,2020-05-08 16:26:59,0,1,1258795541544271873,0.0
Leo Kolivakis,"""Dow jumps more than 300 points even after record job losses as investors bet the worst has passed"" https://t.co/qyv8aje866",2020-05-08 16:26:58,0,0,1258795538582867968,-0.7783
Patrick Seitz,Record 20.5 million American jobs lost in April. Unemployment rate soars to 14.7% https://t.co/EaOHZULj0y,2020-05-08 16:26:54,0,0,1258795522900590592,-0.6369
Michael Steithefukhomovich Ditto,Here’s what Denver did to the nightclubs and bars downtown after the 1960 recession. It took 30 years to begin to r… https://t.co/OcWTH4ObGc,2020-05-08 16:26:54,0,0,1258795521470152704,-0.4215
Preston Kennedy,"Not like these challenges are just now coming to light. Unfortunately, dealing with them requires more optimism, cr… https://t.co/W5cAl5ngam",2020-05-08 16:26:53,0,0,1258795516667875331,0.0157
Lee Clark,..the most consecutive job number in modern day. Obama left Trump with a growing economy and Trump gives tax breaks… https://t.co/j3sBPct9Jj,2020-05-08 16:26:52,0,0,1258795513077514240,0.3102
J... Fa...,@michaelcburgess The economy will improve when people feel safer. Not before.,2020-05-08 16:26:51,0,1,1258795511160733696,0.6908
Lee Clark,...billions to Bush 2. He gave that surplus to his friend and buddies.. He then ran the economy into the worst rece… https://t.co/TkEsaNVMzS,2020-05-08 16:26:51,0,0,1258795510820995073,-0.2263
Lee Clark,"It has never fail, everytime there is a republican in the white house they always destroy the economy. We had Bush… https://t.co/zhxtKtTdHp",2020-05-08 16:26:51,0,0,1258795508518322176,-0.1655
The Original Jack Handy,@mattstewart83 @SenSanders How do you get people money in this particular instance?  Simple - Open the economy and… https://t.co/Eqncrh2Yvi,2020-05-08 16:26:49,0,0,1258795501425758211,0.0
Ⓜ️organ🧢🚀,Why do so many of our elected officials not understand that WE are the economy? WE are the consumers that make it f… https://t.co/zaHv3ShwvE,2020-05-08 16:26:49,1,1,1258795499760635910,0.0
Ajdx4,Nearly Half of Americans Are Out of Work as Employment-Population Ratio Crashes to Lowest Level Ever    THANKS FAUC… https://t.co/KWKU6T7dJg,2020-05-08 16:26:48,0,0,1258795497138958338,0.2577
Seánie Ó Súilleabháin,@unknownJoe89 I disagree with him being an idiot (qualifies doctor) and with him being a sham and a disgrace (faste… https://t.co/DtFnXldAM9,2020-05-08 16:26:45,0,0,1258795484887560192,-0.8442
Ira603,"@nytimes Yes, when people are forced not to work the jobs numbers will look quite bad.  Good thing our economy was… https://t.co/dfQ8Up8WWy",2020-05-08 16:26:41,0,0,1258795466227093506,-0.2298
Brian Manzullo,"For those arguing to ""reopen the economy"" tomorrow, this is a bit of a dose of reality: Even if everything reopens… https://t.co/xBwMPWhDAe",2020-05-08 16:26:40,0,2,1258795464138403840,-0.4588
Real business info,"Stocks surge as reopening economy overpowers record unemployment
- For more information : https://t.co/70XhAfXrhn
-… https://t.co/YZwgsqqjIn",2020-05-08 16:26:38,0,0,1258795456295026690,-0.4404
"Robert Parker, LL.B.",McDonald’s Workers in Denmark Pity Us https://t.co/gKSk67tfZY,2020-05-08 16:26:37,0,0,1258795451308019712,-0.296
Mason Strand,"@crackerjacques_ @madavoid @Tzipshmil Yes, but either way, the world wasn’t freaking prepared. Just look at the eco… https://t.co/roRXMQ0hPp",2020-05-08 16:26:37,0,1,1258795449869352960,-0.128
mac steele,"@Amy_Siskind people can shout ""open the economy"" but consider the tourism industry dead.  what foreign national in… https://t.co/9q5d1qfrvk",2020-05-08 16:26:36,0,0,1258795446975303680,-0.7876
Swimburger.NET 🍔🧢,"@matvelloso Ofc if they don't survive or have a hard time recovering, it'll be hard to hire more employees, but tha… https://t.co/eNhvcmvZ21",2020-05-08 16:26:35,0,0,1258795440901951488,-0.1027
Steven Z.,"@whitegumballs Are you saying that loans from the Fed, a private institution, are comparable to government spending… https://t.co/mgvWRq8zoa",2020-05-08 16:26:34,0,0,1258795439165489158,0.0
Sensible Ideas,"@amritabhinder Modi govt:
1) Excellent in defense and national security
2) Trying to build economic self sufficienc… https://t.co/a3avlaDe8R",2020-05-08 16:26:34,0,0,1258795438695571457,0.765
Deepak Singh,"A stock falls from Rs. 100 to Rs. 20 and then rallies from Rs. 20 to Rs. 30....

Leftists: The economy is collapsin… https://t.co/b1BZa8tL4l",2020-05-08 16:26:32,1,3,1258795429036204033,0.0
Frank Curzio,@Harold90481545 There def are extremes out there - so that’s fair. But I didn’t see many Dems or Reps say we should… https://t.co/18LNFeX9pF,2020-05-08 16:26:30,0,0,1258795421050249218,0.1997
bill jaramillo jr,I declare that your a fucking crack pot. I guess they will put any nut case on national t.v. and claim trump is div… https://t.co/6bMnEB9xc8,2020-05-08 16:26:29,0,0,1258795415807410177,0.0
Brown Man Speak ✪,"@CraigAWelch That, sir, means investors have confidence the economy will rebound. Basic stuff.",2020-05-08 16:26:27,0,0,1258795409851416576,0.5106
Valdis Gailitis,Jobless Claims Spike to 14.7% - Highest Since Great Depression -- Fauci's Coronavirus Lockdown Decimates US Economy… https://t.co/HgfA5nhSoe,2020-05-08 16:26:27,0,0,1258795409574522882,0.1027
Sell the team Bob!!,@realPolitiDiva Totally agree. People are losing everything they have by not being able to earn a living. People wo… https://t.co/Gg5T1JnFhT,2020-05-08 16:26:24,0,0,1258795397507579904,0.0498
Ben K.,He's hinging his reelection chances on a V-shaped rebound but doesn't care to the policy work on public health or t… https://t.co/furIhqniCe,2020-05-08 16:26:22,0,0,1258795387248410625,-0.4664
PedalPowerWorkBikes,"@DecodedReality Seeing Bill Gates and Bloomberg at the NY Gov's side is one hell of a good laugh

One will offer th… https://t.co/Q9K7OxY7DN",2020-05-08 16:26:21,0,0,1258795382160658432,0.2263
The TV Answer Man,Roku CFO: Coming Recession Will Bring More Advertisers to Our Platform - TheStreet https://t.co/DySnE96ci3,2020-05-08 16:26:20,0,0,1258795378121609216,-0.4215
Chris Mak...,@CraigAWelch This is the result of the Fed Res ramping up their pumping of liquidity into financial markets much li… https://t.co/768bLBDUf4,2020-05-08 16:26:19,0,0,1258795376192245761,0.0
Mark Lungo,@S_Q_Pritchard @HJBenjamin And then he boasts about how HE built an economy that's better than China's (convenientl… https://t.co/iKDCRVPYzV,2020-05-08 16:26:17,0,0,1258795367337992192,0.4404
Morgan Hotston,@VassyKapelos Thanks for always looking at us self employed folk! As a freelance event photographer I don’t have an… https://t.co/5jBR0GlQh0,2020-05-08 16:26:14,0,0,1258795355837288451,0.6588
I DRAW MOHAMMED,"Seems like a good oppt'y for ppl living in Europe that already speak the language...no?

https://t.co/FOpqtARpSR",2020-05-08 16:26:14,0,0,1258795353266102279,0.6597
Disgusted Observer,@RockHound47 @LaurenOrdah @NBCNews But I don’t think it is an either/or thing. If they would heed medical/scientifi… https://t.co/rZfheOZry8,2020-05-08 16:26:14,0,0,1258795352666365952,0.0
Ajdx4,"U.S. Lost 20.5 Million Jobs in April, Unemployment Soared to 14.7% 
THANKS FAUCI!  @realDonaldTrump @POTUS… https://t.co/OGRdRsVdx3",2020-05-08 16:26:12,0,0,1258795347532369920,-0.2165
Wakeup Bud,Go out to an area that you don’t know and ask people how they’re doing and they’ll tell you horribly. And Wall Stre… https://t.co/dFcGSzOqj9,2020-05-08 16:26:12,0,0,1258795344445440001,-0.5267
PJO,"@mkraju This is for later. Focus on people, the pandemic, the economy. Win the election. The truth and reconciliati… https://t.co/fg6RArzpWn",2020-05-08 16:26:10,0,0,1258795338833498115,0.7269
Break_Man,"If he cared about this country and these people. He would be providing citizens with the means to survive. No, he c… https://t.co/Q0itmQxLKK",2020-05-08 16:26:07,0,0,1258795327043383303,0.4215
FJ 🇺🇸🇪🇸🇨🇺 🙌🏽🌴🔥,@mestizo52 Very faulty understanding of the American people. Any president would have struggled during this time re… https://t.co/5WSgNyoNFy,2020-05-08 16:26:07,0,1,1258795326636298240,-0.6115
Bear Facts,"In March, the unemployment rate in Lake County was 3.7% and has now soared to 14.7% nationwide, the highest it has… https://t.co/Jqkwp3VFxf",2020-05-08 16:26:06,0,0,1258795320672235521,-0.4404
𝙅𝙚𝙛𝙛𝙧𝙮 𝙊'𝘽𝙧𝙞𝙚𝙣,@Espo You are not screaming at me about the economy meaning more than lives and waving a flag... so clearly I can not listen to you.,2020-05-08 16:26:04,0,0,1258795314711945217,0.6883
Michael Chang,“A lot of people are working on the front lines feeling like they are sacrificing both their physical and their men… https://t.co/5BFqGVMyFy,2020-05-08 16:27:59,0,0,1258795794724843521,0.4588
GK,"When the $VSTM bulls are done chizzling their way through this resistance zone WATCH OUT

Shorts, you may as well j… https://t.co/Jc6WfuK0K2",2020-05-08 16:27:58,0,0,1258795792766296064,0.2732
Nick,@ElonsWorld I have trust in Tesla. I do not trust that the current market is representative of the economy with a 1… https://t.co/ivusvvRijK,2020-05-08 16:27:58,0,0,1258795791315087361,0.1526
Greenacres Nissan,The 2020 Nissan #Kicks makes driving downtown more enjoyable! Its responsive steering carves a path when the road o… https://t.co/zuOChinfjj,2020-05-08 16:27:57,0,0,1258795785216548864,0.739
🦋VICKY85🦋 #JOEBIDEN2020 #MFIMPEACHED ON 12/18/19,Come join us now with with @JoeBiden !!! Exclusive: Joe Biden Gives Address on Economy | LIVE | NowThis https://t.co/01iKc0edBA via @YouTube,2020-05-08 16:28:03,0,0,1258795813544833025,0.5538
Irreverent Testimony,"Kristen Welker blabbing on about how tax cuts and regulation gutting are ways for Trump to ""boost"" the economy. She's a nightmare.",2020-05-08 16:28:03,0,0,1258795810835148802,0.128
Don Purdum,"What has happened to America? Governors are running rampant over the Constitution, the economy is destroyed, the Ru… https://t.co/ZfRYWG3qdL",2020-05-08 16:28:01,0,0,1258795805382791168,-0.4939
The Center Square,"The Midwest is slowly starting to reopen, and Gov. Gretchen Whitmer asserts Michigan is halfway there. Critics cont… https://t.co/bpjheD2M9n",2020-05-08 16:28:01,0,0,1258795805252694016,-0.296
Part Deux Hutch ☆☆☆,@FederalistNo78 @We_Have_Risen @MissesJ3 @Shorty56167141 @LatinaMarieO @4heartandsoul @Adrienne711 @PeaceAnonRedux… https://t.co/JVigYZnlXA,2020-05-08 16:28:01,0,0,1258795804740943873,0.0
Koondey,@HumbertoNava85 @BreitbartNews Democrats new talking point after shutting down the economy for 2 months as if its trumps fault. 😂😂😂,2020-05-08 16:28:01,0,0,1258795803897851906,0.7184
Patrick Chovanec,"May 8, 1920 - New York Times: Politicians blame post-war inflation on profiteering #100yearsago https://t.co/ManrNN5AgR",2020-05-08 16:28:01,0,0,1258795802748751874,-0.4588
Only Here For Yang 🧢,Pro vs Anti Lockdown: Should We Re-Open the Economy? https://t.co/TOBLbkHiAO via @YouTube,2020-05-08 16:28:11,0,0,1258795843714416641,-0.3182
Observer___1,@ModerateRV @realDonaldTrump @BarackObama Well you got that wrong. Pres Trump had the lowest unemployment rate &amp; be… https://t.co/UkBwCcLjiX,2020-05-08 16:28:10,0,0,1258795839750692866,-0.7579
Liberal Spooge,"@JoeBiden @nowthisnews What does one have to do with the other? Oh, I'll tell you, the only way to stop the… https://t.co/i1y02khb9p",2020-05-08 16:28:09,0,0,1258795838286987264,-0.296
Moe thomas,"@RBReich Yes 
We don't have the money to spend on opening even if we wanted to 

Going to lose everything 
Need car… https://t.co/eneBk8QX8U",2020-05-08 16:28:09,0,0,1258795835707600896,0.0
Max alaskaa,@IGORNMW @EchoDistant @ChicagoMadeMe @DeAnna4Congress You know every country has a bad economy right?!?,2020-05-08 16:28:08,0,0,1258795833702694914,-0.6312
Marie French,"""What is your message for..."" is maybe the worst construction of q for politicians ever.

Alternative qs: 

Why is… https://t.co/qWylFSb5u5",2020-05-08 16:28:07,0,0,1258795828325634050,-0.6249
Jacqueline Anne Thompson,The people’s economy and the corporate economy are two different things. All we ever hear about is the corporate ec… https://t.co/cDq8jkHIqD,2020-05-08 16:28:16,0,0,1258795865306611712,0.0
Minirose@mini,@JoeBiden @nowthisnews Trump inherited a booming economy he built nothing but disaster . https://t.co/Bw7yp1IKKv,2020-05-08 16:28:13,0,0,1258795852992217089,0.6642
42 Stocks,"Basic Industries Sector Overview

more info: https://t.co/1jNEk6vH2A

#basicIndustries #stockMarket #trading… https://t.co/6oXg1HkVTy",2020-05-08 16:28:19,0,0,1258795879927967749,0.0
Johnny Wang,@DrKarlynB When he tried to open up the economy by Easter the media dumped on him. He knew what was at risk,2020-05-08 16:28:19,0,0,1258795879147778048,-0.5859
Frœdolini,"@looserocket @Tabbatc @Alyssa_Milano China is not in charge of the US economy, the covidiot is. Take some responsibility, man!",2020-05-08 16:28:19,0,0,1258795879051427841,0.0
Daniel Encinas,The economy shed more than 20.5 million jobs in April. https://t.co/Mi1ChQa8Wt,2020-05-08 16:28:25,0,0,1258795904833896448,0.0
YONKERS IN DA HOUSE,@susankayjordan @joeiavovella @IngrahamAngle @realDonaldTrump Obama had pandemics as well. According to Republicans… https://t.co/Zb77Z1Lryc,2020-05-08 16:28:25,0,0,1258795902891896833,0.2732
"RuthAllen.USARMY,veteran.Trump's a 5D chess master","@GotCashed Yes, I think the economy will go off like a rocket.",2020-05-08 16:28:24,0,0,1258795897917300738,0.6369
Tucker Company,"While the hope is that the economy bounces back once stay-at-home orders are lifted, the reality is that US freight… https://t.co/jlQPRP5gmv",2020-05-08 16:28:23,0,0,1258795896529203203,0.4404
Bethankit Hums,@maxfawcett 25 years ago one of my friends was a senior engineer at the AB Research Council working on future energ… https://t.co/XyRoQpqCVj,2020-05-08 16:28:32,0,0,1258795932046331907,0.4767
Al Alba,This is one of Trump’s biggest and most insulting lies yet. Trump didn’t build the pre-coronavirus economy he hails… https://t.co/dQAV8g9uGc,2020-05-08 16:28:28,0,0,1258795916225544193,-0.763
cat,@vill1an what do you propose then? keeping ourselves inside for another few months and ruining the economy even mor… https://t.co/2DbJf8MoWq,2020-05-08 16:28:38,0,0,1258795959300943872,-0.25
Rick Leggett,@benshapiro It’s being held up by money created out of thin air that we get to pay back with interest. Can’t keep k… https://t.co/lGxMckHhPY,2020-05-08 16:28:37,0,0,1258795954418995202,0.5574
El Çid,"@JoshuaHol what conservatives mean by 'waste' is 'government spending money in the public interest', as opposed to… https://t.co/hQLgDMgw1s",2020-05-08 16:28:36,0,0,1258795949234610177,0.0516
Jason S.,@Hederhiggs @HSnaredrum @KRudence @CassSchmitt @RileysDi @realDonaldTrump How would I or diff. Pres handle it? 1st… https://t.co/erf4yYQHr6,2020-05-08 16:28:35,0,0,1258795947825528832,0.0
Rise Kuwabara,Coronavirus: Pandemic sends US jobless rate to 14.7%: US unemployment rises to its highest level since the 1930s as… https://t.co/gOf8wKhS3y,2020-05-08 16:28:33,0,0,1258795937691918336,-0.4404
OV,@Pirate0216 I’m waiting for the hybrid economy hatchback 🚗,2020-05-08 16:28:42,0,0,1258795975642144769,0.0
Cathy,@JoeBiden @nowthisnews THAT’s Really LOW JOE... PRES Trump DID build the best economy in years!! TO blame him on th… https://t.co/9k3H8MZRzM,2020-05-08 16:28:42,0,0,1258795974425788417,-0.2287
Andy,"@paulkrugman Another example of ""investors aren't as smart as they like us to think"", or just a bet on ""we'll get o… https://t.co/NlTLdhsEoH",2020-05-08 16:28:41,0,0,1258795970709487617,0.0624
Adam,.@realDonaldTrump I demand a refund. You are not supposed to profit off being the President. I would like to see a… https://t.co/cc9CcaS9OZ,2020-05-08 16:28:40,0,0,1258795967735713800,-0.1043
Alexander M. Gutierrez,"@billobrien1968 @Gabe_Spaceman @gplevesque @FOX4 . u are not comprehending my statement at all. 

I wrote, if he wa… https://t.co/Oi23vVgZyZ",2020-05-08 16:28:40,0,0,1258795967601614849,0.0
Jhumpa Bhattacharya,"@Groundwork I have SO MUCH to say about this as I hate using unemployment our ""go to"" measure of the economy. It do… https://t.co/SM6nZmYxmX",2020-05-08 16:28:40,0,0,1258795966431297540,-0.765
ciara linnane,"Coronavirus update: U.S. death toll tops 75,000 as economy sheds record-setting 20.5 million jobs 

And doctors wan… https://t.co/9CsTEk35Ge",2020-05-08 16:28:38,0,0,1258795960097964033,-0.1531
Trekcapri Chats,"Trump was gifted a strong economy by the Obama/Biden Administration.  

His Tax Cut to benefit the wealthy, assault… https://t.co/hqA9CXGJKy",2020-05-08 16:28:38,0,0,1258795959904960513,0.7717
Ellyn Degenerate,@piggywillow1 @imisspoundsigns I have aunts and uncles that are cult members and I just honestly don't understand h… https://t.co/9yKRLxtJl0,2020-05-08 16:28:49,0,0,1258796003446136832,0.4588
David Ewing,McDonald’s Workers in Denmark Pity Us https://t.co/Ti3T42kpL0,2020-05-08 16:28:47,0,0,1258795998157160450,-0.296
